FechaControl,codigo_cliente,codigo_producto,Marca_gestion,tipo_gestion,Contacto,Acuerdo,Cumplimiento,# Gestiones,Franja horaria,Motivo de no gestiÃƒÂ³n,DiasMora,RDiasMora,SaldoCapital,Score,RScore,Nivel_Riesgo,numero_gestiones_pred,mejor_gestion_pred,fecha_inicio_proxima_gestion,DiasMoraMesSiguiente,RDiasMoraMesSiguiente,INDBYM,Fecha_Desembolso,Monto_Desembolsado,Departamento,Tipo_credito
8/1/2024,0,12577767404,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Mañana,Otros motivos,4,A. Al dia,129697.13052919852,915,F. Mayor a 932,A. Riesgo Alto,2,WHATSAPP,7/14/2024,5,A. Al día,Buenos,5/25/2024,393540,Cauca,Vivienda
8/1/2024,49442746,11508248326,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,2,Noche,Ausencia de datos,0,A. Al dia,69864.90632411816,698,D. >882 a 907,B. Riesgo Medio,23,WHATSAPP,9/2/2024,0,A. Al día,Buenos,4/26/2024,343847,Arauca,Vivienda
7/1/2024,1046721887,10437030712,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,2,Noche,Número no disponible,0,A. Al dia,185438.3285903984,899,A. Hasta 843,B. Riesgo Medio,9,WHATSAPP,9/5/2024,16,A. Al día,Buenos,1/28/2024,193669,Cundinamarca,Comercial
6/1/2024,1087168316,9670340543,Gestionado,SMS,No contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,7,A. Al dia,451204.0955087002,914,A. Hasta 42,A. Riesgo Alto,9,WHATSAPP,8/6/2024,37,B. 1 - 30 días,Buenos,6/24/2024,122941,Cesar,Comercial
6/1/2024,53122108,10663928674,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,0,A. Al dia,174924.84730324117,79,E. >907 a 932,A. Riesgo Muy Alto,9,SMS,8/18/2024,0,A. Al día,Buenos,7/21/2024,174009,Tolima,Vivienda
7/1/2024,1049588751,9717121389,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,3,A. Al dia,133476.97316601078,222,A. Hasta 843,C. Riesgo Bajo,6,WHATSAPP,9/5/2024,0,A. Al día,Buenos,4/27/2024,496865,Sucre,Comercial
6/1/2024,37673708,12760340620,No gestionado,WHATSAPP,Contacto,Acuerdo,No cumplimiento,0,Mañana,Cliente no localizado,2,A. Al dia,414357.6934578964,923,E. >907 a 932,B. Riesgo Medio,10,TEL,7/8/2024,17,B. 1 - 30 días,Buenos,5/6/2024,122491,Quindío,Comercial
6/1/2024,1077607084,12250841412,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,7,Noche,Número no disponible,46,A. Al dia,122832.78454681583,874,E. >907 a 932,C. Riesgo Medio,19,SMS,9/21/2024,0,A. Al día,Buenos,5/14/2024,58022,San Andrés y Providencia,Consumo
7/1/2024,87702926,69660120620,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,7,A. Al dia,219158.2141355598,198,D. >882 a 907,B. Riesgo Medio,8,TEL,7/16/2024,3,A. Al día,Buenos,7/27/2024,394926,Caquetá,Comercial
8/1/2024,981841576,11138951791,No gestionado,SMS,Contacto,No acuerdo,Cumplimiento,15,Tarde,Otros motivos,1,A. Al dia,198923.29785294464,960,E. >164 a 238,A. Riesgo Alto,13,TEL,8/8/2024,0,A. Al día,Malos,6/8/2024,355386,Atlántico,Comercial
7/1/2024,58049289,11252482434,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,4,Mañana,Ausencia de datos,0,A. Al dia,208877.95162507545,857,B. >672 a 762,C. Riesgo Bajo,11,SMS,7/16/2024,0,A. Al día,Buenos,7/26/2024,238728,Vaupés,Vivienda
7/1/2024,108760137,13057256622,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Noche,Ausencia de datos,0,A. Al dia,234822.2488,429,B. >672 a 762,B. Riesgo Medio,18,SMS,9/6/2024,0,A. Al día,Malos,5/21/2024,144450,Valle del Cauca,Comercial
7/1/2024,1111577842,11705519287,Gestionado,TEL,Contacto,Acuerdo,No cumplimiento,4,Tarde,Ausencia de datos,2,A. Al dia,194165.8173326156,667,A. Hasta 843,C. Riesgo Bajo,2,SMS,8/5/2024,0,B. 1 - 30 días,Buenos,2/26/2024,358021,Tolima,Comercial
7/1/2024,35831212,12012654597,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,0,B. 1 - 30 dias,222906.3412,885,B. >843 a 875,B. Riesgo Alto,19,TEL,8/11/2024,0,A. Al día,Buenos,4/6/2024,254761,Valle del Cauca,Vivienda
7/1/2024,95093635,10478841967,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,12,Tarde,Ausencia de datos,0,A. Al dia,359635.25667894655,36,D. >882 a 907,A. Riesgo Alto,4,SMS,7/18/2024,5,B. 1 - 30 días,Buenos,6/16/2024,201508,Vaupés,Vivienda
6/1/2024,45460853,12245584563,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,1,A. Al dia,308838.4676032849,859,F. Mayor a 238,C. Riesgo Bajo,6,SMS,9/8/2024,3,A. Al día,Buenos,7/27/2024,341989,Risaralda,Comercial
7/1/2024,47868228,10694474404,No gestionado,TEL,Contacto,Acuerdo,Cumplimiento,1,Tarde,Ausencia de datos,0,A. Al dia,69929.02723762038,822,A. Hasta 843,B. Riesgo Medio,9,SMS,9/5/2024,207,A. Al día,Buenos,6/13/2024,149500,Córdoba,Consumo
7/1/2024,1103309559,12830445425,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,5,Noche,Otros motivos,3,A. Al dia,93817.63661578904,919,B. >843 a 875,C. Riesgo Bajo,16,TEL,8/4/2024,0,B. 1 - 30 días,Malos,1/6/2024,499888,Magdalena,Comercial
8/1/2024,1106167266,10967416520,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,11,Mañana,Cliente no localizado,1,B. 1 - 30 dias,192917.09071861717,755,D. >414 a 549,A. Riesgo Alto,20,SMS,8/3/2024,64,B. 1 - 30 días,Buenos,8/24/2024,275006,Casanare,Comercial
7/1/2024,25627274,22563606856,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,15,A. Al dia,110079.76629906223,850,A. Hasta 42,A. Riesgo Alto,29,WHATSAPP,7/6/2024,0,A. Al día,Malos,7/10/2024,254821,Risaralda,Consumo
7/1/2024,1093325064,12357483140,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,4,A. Al dia,160437.93973289456,880,F. Mayor a 932,A. Riesgo Alto,8,WHATSAPP,8/18/2024,0,A. Al día,Buenos,2/15/2024,270916,Nariño,Comercial
8/1/2024,46727961,11884943418,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,85,A. Al dia,103343.21357457206,702,D. >882 a 907,A. Riesgo Alto,13,WHATSAPP,7/14/2024,1,A. Al día,Buenos,6/25/2024,101771,Huila,Comercial
6/1/2024,1070189760,10209808834,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Mañana,Ausencia de datos,1,A. Al dia,194324.9875012076,893,D. >882 a 907,A. Riesgo Alto,19,SMS,7/10/2024,0,A. Al día,Malos,6/9/2024,284931,Guainía,Comercial
7/1/2024,1162691483,10533770480,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,2,A. Al dia,212049.8984016781,855,C. >762 a 806,A. Riesgo Alto,11,WHATSAPP,9/6/2024,0,B. 1 - 30 días,Buenos,2/10/2024,154972,Putumayo,Vivienda
8/1/2024,1043750982,13815613520,Gestionado,TEL,Contacto,No acuerdo,Cumplimiento,8,Mañana,Ausencia de datos,0,A. Al dia,241929.26804289225,918,B. >843 a 875,C. Riesgo Bajo,0,WHATSAPP,8/12/2024,0,D. Mayor a 60 días,Buenos,7/19/2024,162652,Tolima,Consumo
8/1/2024,992920166,14188761887,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Otros motivos,0,A. Al dia,114186.20742526725,174,A. Hasta 672,B. Riesgo Medio,14,WHATSAPP,9/6/2024,0,A. Al día,Malos,8/16/2024,108575,Cesar,Vivienda
6/1/2024,29226183,12946091612,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,44,D. Mayor a 60 dias,340857.0807072112,812,E. >907 a 932,C. Riesgo Bajo,6,SMS,8/20/2024,0,A. Al día,Malos,6/30/2024,299445,Valle del Cauca,Consumo
8/1/2024,11179197,11134167159,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,1,Mañana,Otros motivos,65,A. Al dia,111733.69971644072,193,E. >164 a 238,A. Riesgo Alto,2,WHATSAPP,9/2/2024,0,A. Al día,Buenos,4/8/2024,223821,Caldas,Consumo
7/1/2024,1128500031,11980329155,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,2,A. Al dia,89948.62383749768,626,E. >907 a 932,C. Riesgo Bajo,9,SMS,7/5/2024,4,A. Al día,Malos,6/10/2024,138338,Caquetá,Comercial
6/1/2024,1105354125,12032051848,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,3,Mañana,Ausencia de datos,2,D. Mayor a 60 dias,235273.1242969157,852,B. >843 a 875,C. Riesgo Bajo,2,WHATSAPP,9/18/2024,2,A. Al día,Buenos,2/29/2024,232738,Atlántico,Comercial
7/1/2024,33548462,10602404259,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,7,Mañana,Otros motivos,3,A. Al dia,102035.74035091134,953,B. >843 a 875,B. Riesgo Medio,12,WHATSAPP,7/6/2024,0,A. Al día,Buenos,3/20/2024,118877,Valle del Cauca,Consumo
8/1/2024,14038342,10837328012,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,5,Mañana,Ausencia de datos,26,A. Al dia,323110.8317842167,895,C. >762 a 806,A. Riesgo Alto,2,TEL,8/13/2024,0,A. Al día,Buenos,6/15/2024,281208,Antioquia,Vivienda
7/1/2024,17532272,14226988652,Gestionado,SMS,Contacto,Acuerdo,No cumplimiento,5,Mañana,Cliente no localizado,13,A. Al dia,202605.9261624436,552,D. >882 a 907,A. Riesgo Alto,8,WHATSAPP,8/14/2024,0,B. 1 - 30 días,Buenos,1/26/2024,143740,Sucre,Consumo
8/1/2024,103134848,17281032018,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Número no disponible,0,A. Al dia,184089.2113488793,915,A. Hasta 843,C. Riesgo Medio,8,TEL,7/18/2024,8,A. Al día,Buenos,6/23/2024,302862,Amazonas,Comercial
6/1/2024,38300385,10589078511,Gestionado,TEL,Contacto,Acuerdo,No cumplimiento,6,Mañana,Número no disponible,102,D. Mayor a 60 dias,119436.42809935578,916,E. >907 a 932,C. Riesgo Bajo,24,EMAIL,8/16/2024,0,A. Al día,Buenos,5/8/2024,106107,Atlántico,Comercial
6/1/2024,22968125,13182648537,No gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,1,Mañana,Cliente no localizado,0,A. Al dia,163776.29410262784,902,C. >875 a 882,B. Riesgo Medio,21,TEL,7/19/2024,0,A. Al día,Buenos,6/16/2024,474096,Meta,Comercial
8/1/2024,51572547,11843078197,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,0,Mañana,Cliente no localizado,4,A. Al dia,197395.6236627763,849,D. >882 a 907,C. Riesgo Bajo,2,TEL,8/14/2024,0,A. Al día,Buenos,7/10/2024,188280,Tolima,Comercial
8/1/2024,69658281,9538168377,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,12,Tarde,Ausencia de datos,3,A. Al dia,158826.3971425199,878,F. Mayor a 932,A. Riesgo Alto,14,TEL,9/19/2024,0,A. Al día,Buenos,6/12/2024,176610,Caldas,Comercial
8/1/2024,1086558796,10238211286,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Tarde,Ausencia de datos,1,A. Al dia,131137.8266179415,940,B. >42 a 82,A. Riesgo Alto,15,SMS,9/17/2024,1,B. 1 - 30 días,Malos,4/12/2024,138958,Tolima,Vivienda
6/1/2024,89641584,9540120719,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,2,Mañana,Ausencia de datos,108,A. Al dia,64064.76349411002,914,B. >843 a 875,A. Riesgo Alto,3,SMS,7/5/2024,0,A. Al día,Malos,6/27/2024,129287,La Guajira,Comercial
8/1/2024,1190750605,16241740424,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Noche,Cliente no localizado,7,A. Al dia,206509.92750578065,909,D. >882 a 907,C. Riesgo Bajo,2,TEL,9/11/2024,2,A. Al día,Buenos,6/12/2024,97918,Valle del Cauca,Vivienda
6/1/2024,1128296420,9910883003,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,14,Mañana,Ausencia de datos,0,A. Al dia,67224.15540816778,64,C. >875 a 882,C. Riesgo Bajo,6,SMS,9/4/2024,3,D. Mayor a 60 días,Buenos,4/27/2024,505822,Chocó,Vivienda
8/1/2024,1003432953,9781463636,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,1,A. Al dia,324737.0683811236,502,E. >907 a 932,A. Riesgo Alto,8,SMS,7/3/2024,0,A. Al día,Malos,6/28/2024,297439,Putumayo,Consumo
7/1/2024,1129545029,11196498494,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,12,Tarde,Número no disponible,2,D. Mayor a 60 dias,192628.61707508823,853,D. >124 a 164,C. Riesgo Bajo,5,SMS,8/16/2024,185,A. Al día,Buenos,3/26/2024,497569,Amazonas,Consumo
8/1/2024,1041552133,12302706039,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,4,Mañana,Ausencia de datos,1,A. Al dia,168554.62094326076,919,D. >882 a 907,A. Riesgo Alto,3,WHATSAPP,8/5/2024,0,B. 1 - 30 días,Buenos,6/18/2024,215233,Arauca,Vivienda
7/1/2024,1036574870,22017259259,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,1,A. Al dia,308162.6640061678,886,C. >762 a 806,A. Riesgo Alto,3,TEL,9/14/2024,0,A. Al día,Malos,5/29/2024,194848,Cauca,Consumo
6/1/2024,44194330,12288333709,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,8,Tarde,Número no disponible,0,D. Mayor a 60 dias,151192.22276942912,876,A. Hasta 672,C. Riesgo Bajo,26,SMS,8/4/2024,0,A. Al día,Buenos,5/19/2024,303590,Vichada,Consumo
7/1/2024,23107401,11398054708,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,0,A. Al dia,272571.5722,917,A. Hasta 843,A. Riesgo Alto,11,SMS,8/7/2024,0,A. Al día,Buenos,4/6/2024,397747,Norte de Santander,Consumo
6/1/2024,62485762,11972729266,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,14,Noche,Ausencia de datos,16,A. Al dia,209773.74684766808,921,A. Hasta 843,A. Riesgo Alto,22,SMS,9/6/2024,3,A. Al día,Buenos,6/24/2024,184952,Nariño,Consumo
7/1/2024,11097039,13036520978,Gestionado,SMS,Contacto,Acuerdo,No cumplimiento,0,Mañana,Ausencia de datos,0,A. Al dia,64423.18602740732,894,F. Mayor a 932,C. Riesgo Bajo,4,EMAIL,9/17/2024,3,A. Al día,Malos,4/12/2024,326523,Meta,Comercial
7/1/2024,1073446325,12069966309,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,4,Mañana,Número no disponible,2,A. Al dia,185975.6268747972,909,E. >907 a 932,A. Riesgo Alto,23,WHATSAPP,8/19/2024,1,A. Al día,Malos,4/21/2024,217324,Putumayo,Vivienda
7/1/2024,32247475,12767326892,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,44,A. Al dia,63939.71942198493,724,F. Mayor a 932,A. Riesgo Alto,4,WHATSAPP,8/7/2024,0,A. Al día,Buenos,7/1/2024,205727,La Guajira,Consumo
7/1/2024,1021144730,11418170335,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,5,Mañana,Ausencia de datos,106,A. Al dia,252552.44983864945,924,A. Hasta 843,B. Riesgo Medio,12,SMS,8/20/2024,0,A. Al día,Buenos,6/20/2024,234398,Chocó,Comercial
8/1/2024,1146890505,10295981291,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,26,Tarde,Ausencia de datos,0,A. Al dia,129628.3669905296,961,E. >907 a 932,C. Riesgo Medio,18,EMAIL,9/6/2024,0,A. Al día,Buenos,5/6/2024,343553,Valle del Cauca,Consumo
8/1/2024,47564496,10306046746,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,4,Mañana,Ausencia de datos,35,C. 31 - 60 dias,150247.35671563665,899,A. Hasta 42,C. Riesgo Bajo,10,SMS,7/20/2024,0,B. 1 - 30 días,Buenos,4/11/2024,335949,Atlántico,Vivienda
8/1/2024,1077826378,13078026034,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,13,Noche,Número no disponible,0,A. Al dia,278143.5369593849,901,D. >882 a 907,C. Riesgo Bajo,6,EMAIL,7/16/2024,267,A. Al día,Buenos,7/13/2024,459348,Vaupés,Comercial
8/1/2024,3727017,10896307087,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,2,A. Al dia,392919.38391215866,960,D. >124 a 164,B. Riesgo Medio,10,SMS,9/4/2024,1,B. 1 - 30 días,Malos,12/8/2023,199233,Magdalena,Vivienda
6/1/2024,70390992,10547385891,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Tarde,Número no disponible,0,A. Al dia,254353.97545321425,888,C. >875 a 882,B. Riesgo Medio,10,WHATSAPP,8/2/2024,176,A. Al día,Malos,7/24/2024,367608,Valle del Cauca,Vivienda
8/1/2024,1188969030,12035623306,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,5,Tarde,Ausencia de datos,1,A. Al dia,184706.66642566005,959,C. >762 a 806,C. Riesgo Bajo,16,WHATSAPP,7/17/2024,0,A. Al día,Malos,6/18/2024,370744,Casanare,Consumo
6/1/2024,51573371,12264791057,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,5,Mañana,Ausencia de datos,55,D. Mayor a 60 dias,184056.55174611212,981,C. >82 a 124,A. Riesgo Alto,5,SMS,8/9/2024,0,A. Al día,Buenos,3/2/2024,109500,Guainía,Consumo
6/1/2024,76744008,11310942707,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,0,Noche,Ausencia de datos,165,A. Al dia,130144.92108749213,882,E. >907 a 932,B. Riesgo Medio,19,SMS,7/22/2024,1,A. Al día,Buenos,7/21/2024,484522,Quindío,Vivienda
7/1/2024,34552386,14077471200,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,0,A. Al dia,254931.39520055676,889,A. Hasta 672,C. Riesgo Bajo,2,SMS,9/3/2024,1,A. Al día,Malos,7/13/2024,214442,Putumayo,Comercial
6/1/2024,0,10136600351,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Otros motivos,1,A. Al dia,330009.2355077863,916,E. >907 a 932,B. Riesgo Medio,8,TEL,7/9/2024,0,A. Al día,Malos,4/16/2024,166327,Boyacá,Vivienda
6/1/2024,1065417551,10766473697,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Tarde,Número no disponible,1,A. Al dia,159207.40675507922,864,F. Mayor a 932,C. Riesgo Bajo,6,SMS,9/4/2024,97,D. Mayor a 60 días,Buenos,7/20/2024,175159,Tolima,Consumo
7/1/2024,1083800546,11907211058,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Mañana,Otros motivos,0,A. Al dia,150157.6744348452,886,B. >843 a 875,B. Riesgo Medio,5,WHATSAPP,8/17/2024,1,A. Al día,Malos,2/18/2024,96394,Sucre,Vivienda
7/1/2024,1021192047,11497237593,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Tarde,Cliente no localizado,0,A. Al dia,123022.02535770708,114,A. Hasta 843,A. Riesgo Alto,6,WHATSAPP,9/11/2024,2,A. Al día,Buenos,5/29/2024,301474,Nariño,Comercial
8/1/2024,1022521093,11270771349,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Tarde,Cliente no localizado,0,A. Al dia,276408.29166749207,875,D. >414 a 549,A. Riesgo Alto,4,TEL,7/8/2024,25,A. Al día,Buenos,7/18/2024,275180,Santander,Comercial
6/1/2024,47096686,12899179170,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,2,Tarde,Ausencia de datos,0,A. Al dia,56943.00022422808,871,F. Mayor a 932,C. Riesgo Bajo,1,EMAIL,7/7/2024,2,D. Mayor a 60 días,Buenos,4/25/2024,318870,Guainía,Comercial
6/1/2024,1097250781,12131698272,No gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,0,Tarde,Otros motivos,2,A. Al dia,149391.80343459023,886,E. >907 a 932,A. Riesgo Alto,17,TEL,8/12/2024,1,A. Al día,Buenos,8/10/2024,487915,Sucre,Comercial
8/1/2024,1169763808,10512228517,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Tarde,Ausencia de datos,0,D. Mayor a 60 dias,91478.91952903716,904,F. Mayor a 932,A. Riesgo Alto,12,SMS,9/5/2024,1,B. 1 - 30 días,Buenos,6/11/2024,153846,Magdalena,Comercial
7/1/2024,1056076845,9885901045,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,4,Mañana,Otros motivos,2,B. 1 - 30 dias,106862.90518050424,914,B. >843 a 875,A. Riesgo Muy Alto,25,WHATSAPP,8/5/2024,0,A. Al día,Buenos,6/6/2024,146096,Cundinamarca,Vivienda
8/1/2024,67291611,10838916675,No gestionado,WHATSAPP,Contacto,Acuerdo,No cumplimiento,1,Tarde,Número no disponible,0,A. Al dia,252479.43633960272,955,F. Mayor a 932,C. Riesgo Bajo,11,SMS,9/2/2024,4,A. Al día,Buenos,5/9/2024,155868,Vichada,Vivienda
6/1/2024,71999324,11728105289,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,6,Mañana,Cliente no localizado,3,A. Al dia,107880.3778885496,941,B. >42 a 82,A. Riesgo Alto,8,SMS,8/15/2024,2,A. Al día,Buenos,2/12/2024,290611,Chocó,Vivienda
6/1/2024,1019698153,11484453180,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,12,Mañana,Ausencia de datos,0,A. Al dia,79479.91620327659,173,C. >875 a 882,A. Riesgo Alto,24,WHATSAPP,9/6/2024,197,B. 1 - 30 días,Malos,7/25/2024,329685,La Guajira,Vivienda
7/1/2024,1072877208,12992880924,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Número no disponible,156,D. Mayor a 60 dias,153836.8278577997,475,B. >42 a 82,C. Riesgo Bajo,7,SMS,9/11/2024,0,D. Mayor a 60 días,Buenos,7/11/2024,226280,Quindío,Comercial
6/1/2024,1016120667,32230780597,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,4,Mañana,Número no disponible,0,A. Al dia,177435.63378325733,868,B. >843 a 875,A. Riesgo Alto,4,SMS,7/3/2024,0,A. Al día,Buenos,7/29/2024,240764,La Guajira,Vivienda
6/1/2024,17825241,10505299745,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,1,A. Al dia,50017.7606,457,A. Hasta 672,A. Riesgo Alto,8,SMS,9/18/2024,7,A. Al día,Malos,7/5/2024,105696,San Andrés y Providencia,Comercial
8/1/2024,1214313670,12407413991,No gestionado,TEL,Contacto,Acuerdo,Cumplimiento,2,Mañana,Ausencia de datos,0,D. Mayor a 60 dias,399504.9392086856,740,D. >882 a 907,C. Riesgo Bajo,15,SMS,7/13/2024,3,B. 1 - 30 días,Buenos,12/17/2023,277358,Atlántico,Consumo
8/1/2024,8093411,9314656141,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,0,B. 1 - 30 dias,274588.82939258096,720,F. Mayor a 932,A. Riesgo Alto,7,WHATSAPP,9/8/2024,2,A. Al día,Buenos,4/9/2024,201737,Cundinamarca,Comercial
7/1/2024,1038092151,12147212682,No gestionado,SMS,Contacto,Acuerdo,No cumplimiento,0,Mañana,Ausencia de datos,0,A. Al dia,80063.83835801778,948,C. >875 a 882,C. Riesgo Bajo,15,EMAIL,8/15/2024,0,B. 1 - 30 días,Malos,7/18/2024,169778,Nariño,Comercial
7/1/2024,1138799585,12516098946,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,3,Mañana,Número no disponible,51,A. Al dia,62577.90625421842,626,E. >907 a 932,B. Riesgo Medio,14,TEL,7/11/2024,1,A. Al día,Buenos,4/26/2024,145076,Tolima,Vivienda
6/1/2024,35745886,12678024271,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Noche,Otros motivos,10,C. 31 - 60 dias,58903.87427755444,898,A. Hasta 843,B. Riesgo Medio,3,SMS,9/12/2024,17,A. Al día,Buenos,8/4/2024,264655,Tolima,Comercial
8/1/2024,1111743077,10311436517,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Noche,Ausencia de datos,176,A. Al dia,285125.78101771727,834,C. >875 a 882,C. Riesgo Bajo,2,SMS,8/18/2024,0,A. Al día,Malos,5/6/2024,179948,Magdalena,Comercial
8/1/2024,1043916547,22533234756,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Mañana,Ausencia de datos,1,A. Al dia,227677.7445,863,A. Hasta 843,C. Riesgo Bajo,12,WHATSAPP,9/14/2024,3,D. Mayor a 60 días,Buenos,7/31/2024,119863,Guainía,Vivienda
8/1/2024,1067095834,11959485906,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Noche,Ausencia de datos,27,A. Al dia,187269.4205809852,824,E. >164 a 238,C. Riesgo Bajo,20,WHATSAPP,7/13/2024,0,A. Al día,Buenos,4/6/2024,389314,Valle del Cauca,Comercial
6/1/2024,38869083,14568475273,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,3,Tarde,Ausencia de datos,4,A. Al dia,491368.5266178131,910,D. >882 a 907,C. Riesgo Bajo,23,SMS,7/22/2024,0,B. 1 - 30 días,Buenos,6/28/2024,338277,Santander,Consumo
6/1/2024,63640815,61468954852,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,5,Tarde,Ausencia de datos,0,A. Al dia,127745.48893407984,747,A. Hasta 672,C. Riesgo Bajo,4,SMS,9/15/2024,2,A. Al día,Buenos,5/14/2024,489754,Tolima,Vivienda
8/1/2024,1053988303,22188983740,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,16,Mañana,Ausencia de datos,0,A. Al dia,62286.64285373585,883,B. >843 a 875,A. Riesgo Alto,10,SMS,8/13/2024,0,A. Al día,Buenos,7/5/2024,351422,Nariño,Consumo
7/1/2024,967133122,14001008993,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,11,Mañana,Ausencia de datos,1,A. Al dia,62588.92595413797,783,B. >843 a 875,C. Riesgo Bajo,4,WHATSAPP,8/17/2024,0,A. Al día,Buenos,7/13/2024,217874,Amazonas,Consumo
7/1/2024,21519999,10454336495,Gestionado,SMS,Contacto,No acuerdo,Cumplimiento,4,Mañana,Ausencia de datos,0,B. 1 - 30 dias,89929.69795282539,923,A. Hasta 843,B. Riesgo Medio,2,EMAIL,9/11/2024,36,A. Al día,Buenos,8/28/2024,119567,Amazonas,Comercial
